------------------------------Change time setting-----------------------------
SET datestyle TO "ISO, YMD";
SET timezone TO +00;
SET intervalstyle to "postgres";
------------------------------BasicFeature1_tmp_t15_4ARG-----------------------------
-- Testcase 1:
SELECT * FROM tmp_t15 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5, __spd_url;
        time         |                       c2                       |   c3    |      c4      |  __spd_url   
 2005-02-19 11:23:53 | -550000 | -550000.5457
 2006-03-19 12:23:52 |  600000 |  600000.8847
 2006-03-19 12:23:52 |  500000 |    6000.7623
 2007-04-19 13:23:51 | -550000 |   -6500.7662
 2007-04-19 13:23:51 | -650000 | -650000.9481
 2008-05-19 14:23:50 |  700000 |  700000.9363
 2008-05-19 14:23:50 |  600000 |    7000.9812
 2014-01-19 10:20:54 |       0 |       0.3117
 2015-02-19 11:19:53 |     -55 |     -55.5457
 2016-03-19 12:18:52 |      60 |      60.8847
 2017-04-19 13:17:51 |     -65 |     -65.9481
 2018-05-19 14:18:50 |      70 |      70.9363
 2020-01-02 01:00:00 |   30000 |   30000.0562
 2020-01-03 01:00:00 |  -35000 |  -35000.1205
 2020-01-04 01:00:00 |   40000 |  40000.05221
 2020-01-05 01:00:00 |  -45000 |   45000.1095
 2020-01-06 01:00:00 |   50000 |   50000.1054
 2020-01-06 01:00:00 |   15000 |   15000.2552
 2020-01-06 01:00:00 |   15000 |   15000.2552
 2020-01-07 01:00:00 | -250000 | -25000.50012
 2020-01-07 01:00:00 | -250000 | -25000.50012
 2020-01-08 01:00:00 |   35000 |      35000.1
 2020-01-08 01:00:00 |   35000 |      35000.1
 2020-01-09 01:00:00 |  -45000 |   -45000.199
 2020-01-09 01:00:00 |  -45000 |   -45000.199
 2020-01-10 01:00:00 |       0 |      0.58371
 2020-01-10 01:00:00 |       0 |      0.58371
 2021-05-05 21:59:15 |  500000 |   50000.9421
 2022-05-05 21:59:15 | -550000 |   -55000.902
 2023-05-05 21:59:15 |  600000 |    60000.902
 2024-05-05 21:59:15 | -650000 |   -65000.902
 2024-06-19 10:20:54 |   10000 |   10000.3117
 2025-05-05 21:59:15 |   70000 |  70000.91023
 2025-07-19 11:19:53 | -550000 | -550000.5457
 2026-08-19 12:18:52 |  600000 |  600000.8847
 2027-09-19 13:17:51 | -650000 | -650000.9481
 2028-10-19 14:18:50 |  700000 |  700000.9363
(40 rows)

-- Testcase 34:
SELECT max(time), max(c3), max(c4) FROM view_t15 GROUP BY c2 HAVING c2 LIKE 'The%' OR c2 LIKE 'いろ%' ORDER BY 1  ASC, 2 DESC, 3 DESC;
         max         |   max   |     max      
---------------------+---------+--------------
 2020-01-07 01:00:00 | -250000 | -25000.50012
 2026-08-19 12:18:52 |  600000 |  600000.8847
 2027-09-19 13:17:51 |   15000 |   15000.2552
(3 rows)

-- Testcase 35:
SELECT max(time), max(c3), max(c4) FROM view_t15 GROUP BY c3, c4 HAVING max(c3)<max(c4) AND sum(c4)<100000 ORDER BY 1  ASC, 2 DESC, 3 DESC;
         max         |   max   |     max      
---------------------+---------+--------------
 2005-02-19 11:23:53 | -450000 |    -5500.431
 2007-04-19 13:23:51 | -550000 |   -6500.7662
 2014-01-19 10:20:54 |       0 |       0.3117
 2016-03-19 12:18:52 |      60 |      60.8847
 2018-05-19 14:18:50 |      70 |      70.9363
 2020-01-02 01:00:00 |   30000 |   30000.0562
 2020-01-04 01:00:00 |   40000 |  40000.05221
 2020-01-05 01:00:00 |  -45000 |   45000.1095
 2020-01-06 01:00:00 |   50000 |   50000.1054
 2020-01-06 01:00:00 |   15000 |   15000.2552
 2020-01-07 01:00:00 | -250000 | -25000.50012
 2020-01-08 01:00:00 |   35000 |      35000.1
 2020-01-10 01:00:00 |       0 |      0.58371
 2022-05-05 21:59:15 | -550000 |   -55000.902
 2024-05-05 21:59:15 | -650000 |   -65000.902
 2024-06-19 10:20:54 |   10000 |   10000.3117
 2025-05-05 21:59:15 |   70000 |  70000.91023
(17 rows)

-- Testcase 36:
SELECT max(time), max(c3), max(c4) FROM view_t15 GROUP BY c4, __spd_url HAVING avg(c4)>-1000 AND __spd_url != '/influx1/' ORDER BY 1  ASC, 2 DESC, 3 DESC;
         max         |  max   |     max     
---------------------+--------+-------------
 2004-01-19 10:23:54 | 500000 | 500000.3117
 2004-01-19 10:23:54 | 400000 |    5000.213
 2006-03-19 12:23:52 | 600000 | 600000.8847
 2006-03-19 12:23:52 | 500000 |   6000.7623
 2008-05-19 14:23:50 | 700000 | 700000.9363
 2008-05-19 14:23:50 | 600000 |   7000.9812
 2014-01-19 10:20:54 |      0 |      0.3117
 2015-02-19 11:19:53 |    -55 |    -55.5457
 2016-03-19 12:18:52 |     60 |     60.8847
 2017-04-19 13:17:51 |    -65 |    -65.9481
 2018-05-19 14:18:50 |     70 |     70.9363
 2020-01-06 01:00:00 |  15000 |  15000.2552
 2020-01-06 01:00:00 |  15000 |  15000.2552
 2020-01-08 01:00:00 |  35000 |     35000.1
 2020-01-08 01:00:00 |  35000 |     35000.1
 2020-01-10 01:00:00 |      0 |     0.58371
 2020-01-10 01:00:00 |      0 |     0.58371
 2021-05-05 21:59:15 | 500000 |  50000.9421
 2023-05-05 21:59:15 | 600000 |   60000.902
 2024-06-19 10:20:54 |  10000 |  10000.3117
 2025-05-05 21:59:15 |  70000 | 70000.91023
 2026-08-19 12:18:52 | 600000 | 600000.8847
 2028-10-19 14:18:50 | 700000 | 700000.9363
(23 rows)

-- Testcase 37:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY c2 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |        max         |   max   |         max         
---------+--------------+--------------------+---------+---------------------
  700010 |  699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
  600010 |  599000.8847 |       1200000.8847 | 1200000 |         200000.2949
  500010 |  499000.3117 |       1000000.3117 | 1000000 |  166666.77056666667
   70010 |  69000.91023 | 140000.91022999998 |  140000 |  23333.636743333333
   35010 |      34000.1 |            70000.1 |   70000 |  11666.699999999999
   15010 |   14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
      10 |   -999.41629 |            0.58371 |       0 |             0.19457
  -44990 |   -46000.199 |         -90000.199 |  -90000 | -15000.066333333334
 -249990 | -26000.50012 |      -275000.50012 | -500000 |         -8333.50004
(9 rows)

-- Testcase 38:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY time, c2, c3 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |      ?column?      |         max         |   max    |         max         
---------+--------------------+---------------------+----------+---------------------
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  600010 |          6000.9812 |         607000.9812 |  1200000 |           2333.6604
  600010 |          59000.902 |          660000.902 |  1200000 |  20000.300666666666
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  500010 |          5000.7623 |         506000.7623 |  1000000 |           2000.2541
  500010 |         49000.9421 |         550000.9421 |  1000000 |          16666.9807
  500010 |        499000.3117 |        1000000.3117 |  1000000 |  166666.77056666667
  400010 | 4000.2129999999997 |          405000.213 |   800000 |  1666.7376666666667
   70010 |        69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |         49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |        39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |         29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |          9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |          -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |          -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |          -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
     -45 |         -1055.5457 |           -110.5457 |     -110 |  -18.51523333333333
     -55 |         -1065.9481 |           -130.9481 |     -130 | -21.982699999999998
  -34990 |        -36000.1205 |  -70000.12049999999 |   -70000 | -11666.706833333332
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |          -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |         -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |         -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |         -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(35 rows)

-- Testcase 39:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY c2, __spd_url ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |      ?column?      |         max         |   max    |         max         
---------+--------------------+---------------------+----------+---------------------
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  600010 |          6000.9812 |         607000.9812 |  1200000 |           2333.6604
  600010 |          59000.902 |          660000.902 |  1200000 |  20000.300666666666
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  500010 |          5000.7623 |         506000.7623 |  1000000 |           2000.2541
  500010 |         49000.9421 |         550000.9421 |  1000000 |          16666.9807
  500010 |        499000.3117 |        1000000.3117 |  1000000 |  166666.77056666667
  400010 | 4000.2129999999997 |          405000.213 |   800000 |  1666.7376666666667
   70010 |        69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |         49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |        39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |         29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |          9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |          -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |          -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |          -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
     -45 |         -1055.5457 |           -110.5457 |     -110 |  -18.51523333333333
     -55 |         -1065.9481 |           -130.9481 |     -130 | -21.982699999999998
  -34990 |        -36000.1205 |  -70000.12049999999 |   -70000 | -11666.706833333332
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |          -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |         -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |         -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |         -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(40 rows)

-- Testcase 40:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY c2 HAVING c2 LIKE 'The%' OR c2 LIKE 'いろ%' ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |      max      |   max   |        max         
---------+--------------+---------------+---------+--------------------
  600010 |  599000.8847 |  1200000.8847 | 1200000 |        200000.2949
   15010 |   14000.2552 |    30000.2552 |   30000 | 5000.0850666666665
 -249990 | -26000.50012 | -275000.50012 | -500000 |        -8333.50004
(3 rows)

-- Testcase 41:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY c3, c4 HAVING max(c3)<max(c4) AND sum(c4)<100000 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |         max         |   max    |         max         
---------+--------------+---------------------+----------+---------------------
   70010 |  69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |   49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |  39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |      34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |   29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |   14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |    9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |    -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |    -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |    -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |   -999.41629 |             0.58371 |        0 |             0.19457
  -44990 |   44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 | -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |    -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |   -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |   -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |   -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(17 rows)

-- Testcase 42:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM tmp_t15 GROUP BY c4, __spd_url HAVING avg(c4)>-1000 AND __spd_url != '/influx1/' ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
  max   |      ?column?      |        max         |   max   |         max         
--------+--------------------+--------------------+---------+---------------------
 700010 |        699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
 700010 |        699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
 600010 |          6000.9812 |        607000.9812 | 1200000 |           2333.6604
 600010 |          59000.902 |         660000.902 | 1200000 |  20000.300666666666
 600010 |        599000.8847 |       1200000.8847 | 1200000 |         200000.2949
 600010 |        599000.8847 |       1200000.8847 | 1200000 |         200000.2949
 500010 |          5000.7623 |        506000.7623 | 1000000 |           2000.2541
 500010 |         49000.9421 |        550000.9421 | 1000000 |          16666.9807
 500010 |        499000.3117 |       1000000.3117 | 1000000 |  166666.77056666667
 400010 | 4000.2129999999997 |         405000.213 |  800000 |  1666.7376666666667
  70010 |        69000.91023 | 140000.91022999998 |  140000 |  23333.636743333333
  35010 |            34000.1 |            70000.1 |   70000 |  11666.699999999999
  35010 |            34000.1 |            70000.1 |   70000 |  11666.699999999999
  15010 |         14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
  15010 |         14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
  10010 |          9000.3117 |         20000.3117 |   20000 |  3333.4372333333336
     80 |          -929.0637 | 140.93630000000002 |     140 |  23.645433333333333
     70 |          -939.1153 | 120.88470000000001 |     120 |  20.294900000000002
     10 |          -999.6883 |             0.3117 |       0 | 0.10389999999999999
     10 |         -999.41629 |            0.58371 |       0 |             0.19457
     10 |         -999.41629 |            0.58371 |       0 |             0.19457
    -45 |         -1055.5457 |          -110.5457 |    -110 |  -18.51523333333333
    -55 |         -1065.9481 |          -130.9481 |    -130 | -21.982699999999998
(23 rows)

-- Testcase 43:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY c2 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |        max         |   max   |         max         
---------+--------------+--------------------+---------+---------------------
  700010 |  699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
  600010 |  599000.8847 |       1200000.8847 | 1200000 |         200000.2949
  500010 |  499000.3117 |       1000000.3117 | 1000000 |  166666.77056666667
   70010 |  69000.91023 | 140000.91022999998 |  140000 |  23333.636743333333
   35010 |      34000.1 |            70000.1 |   70000 |  11666.699999999999
   15010 |   14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
      10 |   -999.41629 |            0.58371 |       0 |             0.19457
  -44990 |   -46000.199 |         -90000.199 |  -90000 | -15000.066333333334
 -249990 | -26000.50012 |      -275000.50012 | -500000 |         -8333.50004
(9 rows)

-- Testcase 44:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY time, c2, c3 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |      ?column?      |         max         |   max    |         max         
---------+--------------------+---------------------+----------+---------------------
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  600010 |          6000.9812 |         607000.9812 |  1200000 |           2333.6604
  600010 |          59000.902 |          660000.902 |  1200000 |  20000.300666666666
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  500010 |          5000.7623 |         506000.7623 |  1000000 |           2000.2541
  500010 |         49000.9421 |         550000.9421 |  1000000 |          16666.9807
  500010 |        499000.3117 |        1000000.3117 |  1000000 |  166666.77056666667
  400010 | 4000.2129999999997 |          405000.213 |   800000 |  1666.7376666666667
   70010 |        69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |         49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |        39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |         29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |          9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |          -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |          -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |          -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
     -45 |         -1055.5457 |           -110.5457 |     -110 |  -18.51523333333333
     -55 |         -1065.9481 |           -130.9481 |     -130 | -21.982699999999998
  -34990 |        -36000.1205 |  -70000.12049999999 |   -70000 | -11666.706833333332
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |          -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |         -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |         -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |         -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(35 rows)

-- Testcase 45:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY c2, __spd_url ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |      ?column?      |         max         |   max    |         max         
---------+--------------------+---------------------+----------+---------------------
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  700010 |        699000.9363 |        1400000.9363 |  1400000 |  233333.64543333332
  600010 |          6000.9812 |         607000.9812 |  1200000 |           2333.6604
  600010 |          59000.902 |          660000.902 |  1200000 |  20000.300666666666
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  600010 |        599000.8847 |        1200000.8847 |  1200000 |         200000.2949
  500010 |          5000.7623 |         506000.7623 |  1000000 |           2000.2541
  500010 |         49000.9421 |         550000.9421 |  1000000 |          16666.9807
  500010 |        499000.3117 |        1000000.3117 |  1000000 |  166666.77056666667
  400010 | 4000.2129999999997 |          405000.213 |   800000 |  1666.7376666666667
   70010 |        69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |         49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |        39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   35010 |            34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |         29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   15010 |         14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |          9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |          -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |          -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |          -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
      10 |         -999.41629 |             0.58371 |        0 |             0.19457
     -45 |         -1055.5457 |           -110.5457 |     -110 |  -18.51523333333333
     -55 |         -1065.9481 |           -130.9481 |     -130 | -21.982699999999998
  -34990 |        -36000.1205 |  -70000.12049999999 |   -70000 | -11666.706833333332
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         -46000.199 |          -90000.199 |   -90000 | -15000.066333333334
  -44990 |         44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -249990 |       -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |          -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |       -551000.5457 | -1100000.5457000001 | -1100000 | -183333.51523333334
 -549990 |         -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |         -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |       -651000.9481 | -1300000.9481000002 | -1300000 | -216666.98270000002
 -649990 |         -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(40 rows)

-- Testcase 46:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY c2 HAVING c2 LIKE 'The%' OR c2 LIKE 'いろ%' ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |      max      |   max   |        max         
---------+--------------+---------------+---------+--------------------
  600010 |  599000.8847 |  1200000.8847 | 1200000 |        200000.2949
   15010 |   14000.2552 |    30000.2552 |   30000 | 5000.0850666666665
 -249990 | -26000.50012 | -275000.50012 | -500000 |        -8333.50004
(3 rows)

-- Testcase 47:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY c3, c4 HAVING max(c3)<max(c4) AND sum(c4)<100000 ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
   max   |   ?column?   |         max         |   max    |         max         
---------+--------------+---------------------+----------+---------------------
   70010 |  69000.91023 |  140000.91022999998 |   140000 |  23333.636743333333
   50010 |   49000.1054 |         100000.1054 |   100000 |          16666.7018
   40010 |  39000.05221 |         80000.05221 |    80000 |  13333.350736666667
   35010 |      34000.1 |             70000.1 |    70000 |  11666.699999999999
   30010 |   29000.0562 |          60000.0562 |    60000 |  10000.018733333332
   15010 |   14000.2552 |          30000.2552 |    30000 |  5000.0850666666665
   10010 |    9000.3117 |          20000.3117 |    20000 |  3333.4372333333336
      80 |    -929.0637 |  140.93630000000002 |      140 |  23.645433333333333
      70 |    -939.1153 |  120.88470000000001 |      120 |  20.294900000000002
      10 |    -999.6883 |              0.3117 |        0 | 0.10389999999999999
      10 |   -999.41629 |             0.58371 |        0 |             0.19457
  -44990 |   44000.1095 | 0.10949999999866122 |   -90000 |          15000.0365
 -249990 | -26000.50012 |       -275000.50012 |  -500000 |         -8333.50004
 -449990 |    -6500.431 |         -455500.431 |  -900000 | -1833.4769999999999
 -549990 |   -56000.902 |         -605000.902 | -1100000 | -18333.634000000002
 -549990 |   -7500.7662 |        -556500.7662 | -1100000 | -2166.9220666666665
 -649990 |   -66000.902 |         -715000.902 | -1300000 | -21666.967333333334
(17 rows)

-- Testcase 48:
SELECT max(c3+10), max(c4)-1000, max(c3+c4), max(2*c3), max(c4/3) FROM (SELECT * FROM tmp_t15 WHERE c3>c4 OR c4 != 7654) AS tmp_t15 GROUP BY c4, __spd_url HAVING avg(c4)>-1000 AND __spd_url != '/influx1/' ORDER BY  1 DESC, 2 ASC, 3 ASC, 4, 5;
  max   |      ?column?      |        max         |   max   |         max         
--------+--------------------+--------------------+---------+---------------------
 700010 |        699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
 700010 |        699000.9363 |       1400000.9363 | 1400000 |  233333.64543333332
 600010 |          6000.9812 |        607000.9812 | 1200000 |           2333.6604
 600010 |          59000.902 |         660000.902 | 1200000 |  20000.300666666666
 600010 |        599000.8847 |       1200000.8847 | 1200000 |         200000.2949
 600010 |        599000.8847 |       1200000.8847 | 1200000 |         200000.2949
 500010 |          5000.7623 |        506000.7623 | 1000000 |           2000.2541
 500010 |         49000.9421 |        550000.9421 | 1000000 |          16666.9807
 500010 |        499000.3117 |       1000000.3117 | 1000000 |  166666.77056666667
 400010 | 4000.2129999999997 |         405000.213 |  800000 |  1666.7376666666667
  70010 |        69000.91023 | 140000.91022999998 |  140000 |  23333.636743333333
  35010 |            34000.1 |            70000.1 |   70000 |  11666.699999999999
  35010 |            34000.1 |            70000.1 |   70000 |  11666.699999999999
  15010 |         14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
  15010 |         14000.2552 |         30000.2552 |   30000 |  5000.0850666666665
  10010 |          9000.3117 |         20000.3117 |   20000 |  3333.4372333333336
     80 |          -929.0637 | 140.93630000000002 |     140 |  23.645433333333333
     70 |          -939.1153 | 120.88470000000001 |     120 |  20.294900000000002
